CHR,START,STOP,ENTREZ,GENE
1,5991466,6101193,8514,KCNAB2
1,145891208,145910189,8515,ITGA10
10,15513949,15720125,8516,ITGA8
9,108867517,108934116,8518,IKBKAP
11,313506,315272,8519,IFITM1
2,171922448,171983682,8520,HAT1
6,53126964,53148829,8521,GCM1
17,9910609,10198551,8522,GAS7
11,46332905,46380554,8525,DGKZ
17,56834099,56869567,8526,DGKE
2,233354507,233472104,8527,DGKD
6,110391771,110415562,8528,DDO
19,15878023,15898120,8529,CYP4F2
20,24949230,24959928,8530,CST7
12,10699089,10723312,8531,YBX3
4,8592660,8619759,8532,CPZ
17,17246820,17281293,8533,COPS3
11,45648877,45665622,8534,CHST1
17,79833156,79839429,8535,CBX4
3,9757342,9769992,8536,CAMK1
20,53936777,54070594,8537,BCAS1
11,129375940,129452279,8538,BARX2
11,43311963,43344529,8539,API5
2,177392644,177559299,8540,AGPS
19,49119389,49151026,8541,PPFIA3
22,36253010,36267530,8542,APOL1
1,87328468,87348923,8543,LMO4
3,88051944,88149885,8545,CGGBP1
5,78000525,78294755,8546,AP3B1
1,27369112,27374824,8547,FCN3
1,169367970,169396540,8548,BLZF1
12,71439770,71586310,8549,LGR5
12,111841978,111902238,8550,MAPKAPK5
3,4979116,4985323,8553,BHLHE40
15,68054179,68198603,8554,PIAS1
9,96490241,96619830,8555,CDC14B
1,100345025,100520277,8556,CDC14A
17,39664187,39666555,8557,TCAP
16,89680737,89696364,8558,CDK10
10,13586927,13630868,8559,PRPF18
1,224175756,224193441,8560,DEGS1
12,122752774,122771064,8562,DENR
22,29505879,29555216,8563,THOC5
1,241532134,241595642,8564,KMO
1,32775237,32818153,8565,YARS
21,43719094,43762307,8566,PDXK
11,47269161,47330031,8567,MADD
21,43789513,43805293,8568,RRP1
1,46557408,46616843,8569,MKNK1
19,6413348,6424794,8570,KHSRP
5,132257671,132273454,8572,PDLIM4
1,19303965,19312146,8574,AKR7A2
2,178431414,178451512,8575,PRKRA
2,219245455,219250337,8576,STK16
9,100473113,100577636,8577,TMEFF1
17,1633858,1645747,8578,SCARF1
8,142784880,142786592,8581,LY6D
11,6794627,6795783,8590,OR6A2
13,42562736,42608013,8600,TNFSF11
8,53851808,53959303,8601,RGS20
4,2937933,2963385,8602,NOP14
4,2536631,2732565,8603,FAM193A
2,171784370,171999859,8604,SLC25A12
19,48047843,48110817,8605,PLA2G4C
3,128064778,128153914,8607,RUVBL1
12,56951431,56959374,8608,RDH16
2,207074137,207167267,8609,KLF7
5,55424854,55535050,8611,PLPP1
19,281040,291504,8612,PLPP2
1,56494747,56645301,8613,PLPP3
5,173314713,173329503,8614,STC2
4,75724593,75814286,8615,USO1
3,62398346,62875389,8618,CADPS
12,53506690,53507638,8620,NPFF
7,39950037,40097134,8621,CDK13
5,77210449,77429807,8622,PDE8B
21,39174769,39183851,8624,PSMG1
19,19192229,19201869,8625,RFXANK
3,189631416,189897279,8626,TP63
8,142657460,142681968,8629,JRK
12,56752161,56787790,8630,HSD17B6
17,48133440,48430275,8631,SKAP1
17,78423697,78577394,8632,DNAH17
4,95162504,95549206,8633,UNC5C
1,100266207,100292769,8634,RTCA
6,166929504,166957191,8635,RNASET2
9,137188647,137190370,8636,SSNA1
5,140547666,140549578,8637,EIF4EBP3
12,121019111,121039242,8638,OASL
17,42851184,42858130,8639,AOC3
5,141387698,141512979,8641,PCDHGB4
11,6621323,6655854,8642,DCHS1
1,44819844,44843063,8643,PTCH2
10,5035354,5107686,8644,AKR1C3
6,39188973,39229450,8645,KCNK5
3,184380073,184390736,8646,CHRD
2,168922938,169031322,8647,ABCB11
2,24491914,24770702,8648,NCOA1
4,99878336,99894490,8649,LAMTOR3
14,73275107,73463642,8650,NUMB
16,11254405,11256179,8651,SOCS1
4,119494395,119628991,8654,PDE5A
12,120469850,120498493,8655,DYNLL1
8,9555914,9782346,8658,TNKS
1,18871430,18902781,8659,ALDH4A1
13,109752698,109786568,8660,IRS2
10,119033670,119080823,8661,EIF3A
7,2354086,2380745,8662,EIF3B
16,28688558,28735730,8663,EIF3C
22,36510850,36529436,8664,EIF3D
11,7970251,8001862,8665,EIF3F
19,10115017,10119918,8666,EIF3G
8,116642130,116766925,8667,EIF3H
1,32221928,32231604,8668,EIF3I
15,44537057,44563029,8669,EIF3J
4,71186757,71572087,8671,SLC4A4
1,20806292,21176888,8672,EIF4G3
2,85561562,85582031,8673,VAMP8
1,171700160,171742247,8674,VAMP4
20,58651253,58679526,8675,STX16
6,144150526,144188370,8676,STX11
19,13144058,13150383,8677,STX10
17,42810134,42833350,8678,BECN1
15,41828095,41848155,8681,JMJD7-PLA2G4B
1,160205337,160215376,8682,PEA15
12,120461668,120469793,8683,SRSF9
2,118942166,118994660,8685,MARCO
17,41436446,41440921,8687,KRT38
17,41420753,41424523,8688,KRT37
17,41486136,41492546,8689,KRT36
11,96389989,96507574,8690,JRKL
3,50317790,50322906,8692,HYAL2
12,89519408,89524806,8693,GALNT4
8,144314584,144326910,8694,DGAT1
5,138187648,138213343,8697,CDC23
19,3172346,3180332,8698,S1PR4
7,21543215,21901839,8701,DNAH11
3,119211732,119241103,8702,B4GALT4
1,161171310,161177968,8703,B4GALT3
1,43978943,43991170,8704,B4GALT2
6,33277132,33284832,8705,B3GALT4
3,161083883,161105384,8706,B3GALNT1
1,193179045,193186654,8707,B3GALT2
2,167868948,167874041,8708,B3GALT1
18,63752935,63805376,8710,SERPINB7
17,7380534,7389774,8711,TNK1
17,50634777,50692252,8714,ABCC3
18,33851100,34224952,8715,NOL4
16,67154180,67160298,8717,TRADD
1,6461151,6466195,8718,TNFRSF25
16,84053761,84116906,8720,MBTPS1
9,136862119,136866286,8721,EDF1
11,66563463,66568841,8722,CTSF
3,125446644,125520197,8723,SNX4
6,108211222,108261260,8724,SNX3
19,29923644,30016608,8725,URI1
11,86244544,86278813,8726,EED
9,108942569,109013529,8727,CTNNAL1
5,157395534,157575775,8728,ADAM19
10,102245532,102382899,8729,GBF1
18,13726660,13764558,8731,RNMT
6,88610272,88963721,8732,RNGTT
8,144082590,144086216,8733,GPAA1
17,10300865,10373130,8735,MYH13
18,3066807,3220108,8736,MYOM1
6,3063991,3115187,8737,RIPK1
12,93677375,93894840,8738,CRADD
12,116856144,116881441,8739,HRK
19,6661253,6670588,8740,TNFSF14
17,7558292,7561608,8741,TNFSF13
17,7548891,7557890,8742,TNFSF12
3,172505508,172523507,8743,TNFSF10
19,6530999,6535928,8744,TNFSF9
2,206443539,206621130,8745,ADAM23
14,70452157,70459899,8747,ADAM21
14,70522358,70535015,8748,ADAM20
8,39584489,39730064,8749,ADAM18
1,155050566,155062775,8751,ADAM15
8,38996869,39105144,8754,ADAM9
14,105969729,105972269,8755,ADAM6
8,24440930,24526970,8756,ADAM7
20,5126786,5197887,8760,CDS2
1,39560816,39576790,8761,PABPC4
6,109366514,109382457,8763,CD164
1,2555639,2565382,8764,TNFRSF14
15,65726054,65891991,8766,RAB11A
8,89757747,89791063,8767,RIPK2
20,63696668,63698684,8771,TNFRSF6B
11,70203163,70207390,8772,FADD
15,42491233,42545356,8773,SNAP23
18,10525905,10552761,8774,NAPG
19,47487637,47515240,8775,NAPA
9,13105704,13279590,8777,MPDZ
19,51611927,51645545,8778,SIGLEC5
18,23452823,23486603,8780,RIOK3
1,1203508,1206691,8784,TNFRSF18
20,45293445,45308529,8785,MATN4
16,268301,275980,8786,RGS11
17,65100812,65227703,8787,RGS9
14,100725705,100738224,8788,DLK1
9,94558720,94593793,8789,FBP2
1,74198212,74234086,8790,FPGT
18,62325287,62391292,8792,TNFRSF11A
8,23135588,23164030,8793,TNFRSF10D
8,23084355,23117437,8794,TNFRSF10C
8,23020133,23069179,8795,TNFRSF10B
13,77535674,77645263,8796,SCEL
8,23190452,23225126,8797,TNFRSF10A
12,4562204,4615302,8798,DYRK4
1,145911350,145918837,8799,PEX11B
15,89677764,89690783,8800,PEX11A
3,67360460,67654614,8801,SUCLG2
2,84423523,84460045,8802,SUCLG1
13,47936491,48001354,8803,SUCLA2
1,167529677,167553767,8804,CREG1
7,138460334,138589993,8805,TRIM24
2,102418689,102452565,8807,IL18RAP
2,102186973,102240002,8808,IL1RL2
2,102311529,102398775,8809,IL18R1
17,76074794,76077541,8811,GALR2
14,99481169,99535044,8812,CCNK
20,50934867,50958555,8813,DPM1
14,50329404,50416461,8814,CDKL1
11,66002079,66004149,8815,BANF1
14,69050881,69153150,8816,DCAF5
5,171419656,171457623,8817,FGF18
9,127935099,127938484,8818,DPM2
4,173369969,173377532,8819,SAP30
3,57197843,57226521,8820,HESX1
4,142023160,142847432,8821,INPP4B
8,22042398,22048809,8822,FGF17
16,66934444,66945096,8824,CES2
12,80792520,80937925,8825,LIN7A
15,90388218,90502243,8826,IQGAP1
2,205681990,205798133,8828,NRP2
10,33177492,33336262,8829,NRP1
6,33419661,33457541,8831,SYNGAP1
1,160541095,160579516,8832,CD84
3,155870536,155944026,8833,GMPS
17,21197280,21214624,8834,TMEM11
12,93569814,93583487,8835,SOCS2
8,63015079,63039171,8836,GGH
2,201116104,201176687,8837,CFLAR
6,112054072,112070969,8838,WISP3
20,44714844,44728509,8839,WISP2
8,133191039,133230344,8840,WISP1
5,141620876,141636870,8841,HDAC3
4,15963076,16084378,8842,PROM1
12,122714756,122716892,8843,HCAR3
17,27456714,27626438,8844,KSR1
14,77672404,77708020,8846,ALKBH1
13,44432143,44577147,8848,TSC22D1
3,20040023,20154404,8850,KAT2B
17,32486619,32491256,8851,CDK5R1
2,9206765,9405683,8853,ASAP2
15,57953424,58497866,8854,ALDH1A2
3,119780484,119818485,8856,NR1I2
19,39863323,39934626,8857,FCGBP
13,113158654,113172383,8858,PROZ
6,31971091,31982821,8859,STK19
10,102107560,102120453,8861,LDB1
1,7784320,7845177,8863,PER3
2,238244038,238290102,8864,PER2
21,32628759,32728048,8867,SYNJ1
2,85837120,85905199,8869,ST3GAL5
6,30743199,30744554,8870,IER3
6,157981887,158099176,8871,SYNJ2
10,12195965,12250589,8872,CDC123
13,111114559,111305737,8874,ARHGEF7
6,132743870,132763459,8875,VNN2
6,132681590,132714049,8876,VNN1
17,76376584,76387860,8877,SPHK1
5,179806398,179838078,8878,SQSTM1
10,70815961,70881173,8879,SGPL1
1,77944055,77979110,8880,FUBP1
13,114234887,114272723,8881,CDC16
11,116773799,116788050,8882,ZPR1
16,66802875,66873256,8883,NAE1
2,27199587,27212958,8884,SLC5A6
2,117814650,117832379,8886,DDX18
7,27739331,27844564,8887,TAX1BP1
21,46235126,46286297,8888,MCM3AP
2,27364352,27370486,8890,EIF2B4
1,44850522,44986722,8891,EIF2B3
14,75002911,75012366,8892,EIF2B2
3,184135038,184145311,8893,EIF2B5
20,34088298,34112332,8894,EIF2S2
8,86514427,86561498,8895,CPNE3
7,99408641,99419616,8896,BUD31
22,29883155,30030866,8897,MTMR3
11,95832882,95925315,8898,MTMR2
6,4021267,4064983,8899,PRPF4B
13,36431520,36442882,8900,CCNA1
20,35626031,35664956,8904,CPNE1
14,23559565,23568070,8906,AP1G2
19,16197578,16245907,8907,AP1M1
12,47709734,47725567,8909,ENDOU
7,94585230,94656209,8910,SGCE
22,39570753,39689737,8911,CACNA1I
16,1153121,1221772,8912,CACNA1H
17,50561068,50627474,8913,CACNA1G
12,56416373,56449403,8914,TIMELESS
1,85266248,85277090,8915,BCL10
4,88521048,88708542,8916,HERC3
15,28111040,28322152,8924,HERC2
15,63608618,63833942,8925,HERC1
15,24954986,24977850,8926,SNURF
3,49554489,49671545,8927,BSN
8,144473412,144476335,8928,FOXH1
4,41744082,41748970,8929,PHOX2B
3,129430944,129440179,8930,MBD4
18,54151601,54224788,8932,MBD2
1,205767986,205775460,8934,RAB29
7,26667062,26995239,8935,SKAP2
6,110099819,110180004,8936,WASF1
16,1333601,1349441,8938,BAIAP3
9,130578965,130638352,8939,FUBP3
22,21957025,21982816,8940,TOP3B
2,218959655,218962162,8941,CDK5R2
2,142877498,143055832,8942,KYNU
19,2100988,2164465,8943,AP3D1
4,151103827,151103891,8944,SNORD73A
10,101354033,101557321,8945,BTRC
6,26250195,26250605,8968,HIST1H3F
6,27133042,27135291,8969,HIST1H2AG
6,27125897,27132750,8970,HIST1H2BJ
3,129314771,129316277,8971,H1FX
7,141907813,142106747,8972,MGAM
8,42752620,42796392,8973,CHRNA6
5,132191838,132295315,8974,P4HA2
3,179652755,179789401,8975,USP13
7,123681935,123749067,8976,WASL
7,101205977,101218420,8985,PLOD3
11,64359148,64372215,8986,RPS6KA4
4,76306026,76311599,8987,STBD1
5,54455601,54456384,8988,HSPB3
8,72019917,72075617,8989,TRPA1
1,151364302,151372733,8991,SELENBP1
5,172983757,173035445,8992,ATP6V0E1
19,46019153,46023065,8993,PGLYRP1
3,45555394,45686338,8994,LIMD1
1,173039960,173050963,8995,TNFSF18
16,67170154,67175735,8996,NOL3
3,124080023,124726325,8997,KALRN
4,75578005,75630716,8999,CDKL2
17,41717742,41734644,9001,HAP1
19,16888860,16892606,9002,F2RL3
16,84177847,84187070,9013,TAF1C
2,9843354,9934416,9014,TAF1B
1,222557902,222589933,9015,TAF1A
1,167721192,167791919,9019,MPZL1
17,45263121,45317040,9020,MAP3K14
17,78356778,78360077,9021,SOCS3
9,136994635,136996803,9022,CLIC3
10,89205629,89207314,9023,CH25H
11,1389899,1462689,9024,BRSK2
6,37353972,37394738,9025,RNF8
12,122834453,122862960,9026,HIP1R
2,73640832,73642393,9027,NAT8
16,675666,678268,9028,RHBDL1
7,73440398,73522278,9031,BAZ1B
17,4771884,4783213,9032,TM4SF5
10,100288154,100330486,9033,PKD2L1
3,46407163,46412997,9034,CCRL2
5,9035026,9546075,9037,SEMA5A
6,132588673,132589686,9038,TAAR5
3,69054730,69080408,9039,UBA3
19,58555712,58558960,9040,UBE2M
17,50962174,51120865,9043,SPAG9
10,91923769,92030325,9044,BTAF1
3,40457292,40468587,9045,RPL14
8,21908873,21913860,9046,DOK2
1,156806243,156816862,9047,SH2D2A
1,43933320,43937241,9048,ARTN
11,67483041,67491103,9049,AIP
18,45983536,46072272,9050,PSTPIP2
15,76993359,77037332,9051,PSTPIP1
12,12890782,12917937,9052,GPRC5A
6,136342281,136550819,9053,MAP7
20,35668055,35699359,9054,NFS1
15,90966038,90995629,9055,PRC1
14,22773222,22829820,9056,SLC7A7
16,68264516,68301823,9057,SLC7A6
17,28473293,28497781,9058,SLC13A2
10,87659613,87747705,9060,PAPSS2
4,107590276,107720452,9061,PAPSS1
18,46803224,46920160,9063,PIAS2
1,27355184,27366892,9064,MAP3K6
11,61515313,61581148,9066,SYT7
1,178849705,178871052,9068,ANGPTL1
7,90383721,90513402,9069,CLDN12
8,38105242,38144076,9070,ASH2L
13,95433604,95579759,9071,CLDN10
21,30214006,30216073,9073,CLDN8
16,3014712,3020071,9074,CLDN6
3,190305701,190322475,9076,CLDN1
1,68045962,68051631,9077,DIRAS3
4,16501541,16898809,9079,LDB2
16,3012456,3014505,9080,CLDN9
16,2968024,2980539,9088,PKMYT1
16,566995,584136,9091,PIGQ
11,65961689,65979828,9092,SART1
16,4425805,4456775,9093,DNAJA3
17,28546707,28552668,9094,UNC119
1,168281040,168314426,9095,TBX19
6,84687351,84764519,9096,TBX18
18,158383,214629,9097,USP14
17,5116438,5175034,9098,USP6
11,119355215,119381726,9099,USP2
16,84699978,84779922,9100,USP10
15,50424380,50514419,9101,USP8
1,161505430,161524013,9103,FCGR2A
13,25246201,25288009,9107,MTMR6
8,17298030,17413528,9108,MTMR7
17,58489529,58517905,9110,MTMR4
2,151270465,151290057,9111,NMI
14,105419820,105470729,9112,MTA1
6,149658153,149718256,9113,LATS1
16,67438014,67481237,9114,ATP6V0D1
3,42547969,42601080,9117,SEC22C
10,103277163,103290351,9118,INA
12,52424070,52434525,9119,KRT75
17,68267026,68291267,9120,SLC16A6
17,75087727,75106162,9121,SLC16A5
1,110362848,110391082,9122,SLC16A4
17,82228397,82261129,9123,SLC16A3
10,95237572,95291024,9124,PDLIM1
2,218568580,218597080,9125,CNOT9
10,110567691,110604636,9126,SMC3
22,21009808,21028830,9127,P2RX6
9,113275343,113292905,9128,PRPF4
1,150321476,150353195,9129,PRPF3
1,40784012,40840452,9132,KCNQ4
15,59105078,59125045,9133,CCNB2
8,94879770,94896678,9134,CCNE2
17,5282265,5385812,9135,RABEP1
3,51933430,51941941,9136,RRP9
19,41883161,41930150,9138,ARHGEF1
20,33490075,33650036,9139,CBFA2T2
5,115828200,115841858,9140,ATG12
19,32581068,32587452,9141,PDCD5
16,1989660,1994275,9143,SYNGR3
17,78168558,78173527,9144,SYNGR2
22,39349925,39385588,9145,SYNGR1
17,81683326,81703138,9146,HGS
14,49782083,49853203,9147,NEMF
10,103493979,103592552,9148,NEURL1
19,39825350,39834201,9149,DYRK1B
18,79679801,79756623,9150,CTDP1
11,20599400,20659285,9152,SLC6A5
15,45252230,45277845,9153,SLC28A2
15,84884654,84945796,9154,SLC28A1
1,241847967,241895148,9156,EXO1
11,65883741,65888539,9158,FIBP
11,117204337,117232525,9159,PCSK7
7,137381037,137847092,9162,DGKI
8,109539711,109565996,9166,EBAG9
2,42333546,42425088,9167,COX7A2L
2,84905625,84906675,9168,TMSB10
12,45919131,45992120,9169,SCAF11
19,19623668,19628930,9170,LPAR2
8,2045040,2165552,9172,MYOM2
2,102311502,102352037,9173,IL1RL1
3,185282941,185489097,9175,MAP3K13
11,113904677,113946565,9177,HTR3B
7,100101549,100110345,9179,AP4M1
5,38845858,38945596,9180,OSMR
1,155946851,156007070,9181,ARHGEF2
12,85800697,85836570,9182,RASSF9
11,113733187,113773811,9183,ZW10
10,123154277,123170467,9184,BUB3
15,65611366,65660995,9187,SLC24A1
10,68956128,68985073,9188,DDX21
1,161120974,161132688,9191,DEDD
12,59596067,59789855,9194,SLC16A7
17,7921859,7929803,9196,KCNAB3
3,155821024,155854429,9197,SLC33A1
10,17589032,17617377,9200,HACD1
13,35768652,36131306,9201,DCLK1
1,35268967,35422058,9202,ZMYM4
1,34986165,35031968,9204,ZMYM6
13,19823482,19863636,9205,ZMYM5
2,237627576,237813682,9208,LRRFIP1
3,37052656,37183689,9209,LRRFIP2
10,93757809,93806272,9211,LGI1
17,8204733,8210600,9212,AURKB
1,180632004,180890251,9213,XPR1
1,206904386,206923247,9214,FCMR
22,33162226,33922841,9215,LARGE1
20,58389122,58451101,9217,VAPB
18,9914002,9960021,9218,VAPA
11,62593214,62601840,9219,MTA2
17,29073521,29078857,9220,TIAF1
10,102152176,102163871,9221,NOLC1
3,65353525,66038834,9223,MAGI1
4,154626945,154753118,9227,LRAT
8,737596,1708474,9228,DLGAP2
18,3496032,4455335,9229,DLGAP1
19,8389981,8404434,9230,RAB11B
10,77790791,77926526,9231,DLG5
5,160421822,160428744,9232,PTTG1
16,3065297,3082192,9235,IL32
15,55340032,55408510,9236,CCPG1
7,45100100,45112047,9238,TBRG4
14,73711783,73714372,9240,PNMA1
17,56593699,56595590,9241,NOG
8,71841549,71844468,9242,MSC
19,18572220,18607741,9244,CRLF1
15,59594875,59640239,9245,GCNT3
11,57551656,57568284,9246,UBE2L6
6,10873223,10881941,9247,GCM2
1,12567910,12617731,9249,DHRS3
14,90847862,91060636,9252,RPS6KA5
19,40665905,40690972,9253,NUMBL
3,50362799,50504244,9254,CACNA2D2
4,106315544,106349226,9255,AIMP1
17,58301228,58328760,9256,TSPOAP1
8,8783354,8893645,9258,MFHAS1
5,177483394,177497606,9260,PDLIM7
1,206684944,206734283,9261,MAPKAPK2
2,196133566,196176503,9262,STK17B
7,43582758,43626786,9263,STK17A
7,6161776,6272644,9265,CYTH3
19,48469032,48482314,9266,CYTH2
17,78674048,78782297,9267,CYTH1
2,9403475,9423547,9270,ITGB1BP1
12,130337887,130372637,9271,PIWIL1
16,30833626,30894960,9274,BCL7C
7,73536356,73558002,9275,BCL7B
3,139355600,139389732,9276,COPB2
6,33279108,33289527,9277,WDR46
6,33314406,33317942,9278,ZBTB22
1,202122858,202133592,9283,GPR37L1
16,14922802,14952060,9284,NPIPA1
6,132617022,132624275,9287,TAAR2
6,132608225,132609302,9288,TAAR3P
16,57610652,57665580,9289,ADGRG1
2,230907318,230961066,9290,GPR55
1,174448111,174449198,9293,GPR52
19,10221435,10231272,9294,S1PR2
1,70205682,70253052,9295,SRSF11
7,128862826,128865844,9296,ATP6V1F
11,62853663,62853732,9299,SNORD30
11,62854621,62854695,9300,SNORD28
11,62855012,62855083,9301,SNORD27
11,62855292,62855366,9302,SNORD26
11,62855564,62855632,9303,SNORD25
11,62852910,62853035,9304,SNORD22
18,70288901,70330200,9306,SOCS6
6,14117256,14136918,9308,CD83
19,44228729,44305046,9310,ZNF235
7,151048292,151052756,9311,ASIC3
8,72537391,72938349,9312,KCNB2
11,102576835,102625332,9313,MMP20
9,107484852,107490482,9314,KLF4
5,111662621,111997464,9315,NREP
10,16436943,16513745,9317,PTER
15,49106068,49155661,9318,COPS2
5,892643,919357,9319,TRIP13
2,229763838,229923239,9320,TRIP12
14,91965991,92040896,9321,TRIP11
19,6737925,6751526,9322,TRIP10
6,79201245,79234738,9324,HMGN3
15,64387748,64455303,9325,TRIP4
17,36486629,36499310,9326,ZNHIT3
9,133030675,133058503,9328,GTF3C5
9,132670035,132694955,9329,GTF3C4
2,196763032,196799725,9330,GTF3C3
18,31622247,31685836,9331,B4GALT6
12,7470813,7503893,9332,CD163
15,43232595,43266857,9333,TGM5
20,49632945,49713878,9334,B4GALT5
5,154857553,154876793,9337,CNOT8
17,9822206,9892102,9340,GLP2R
1,7771269,7781432,9341,VAMP3
22,20858983,20891218,9342,SNAP29
17,44849943,44899662,9343,EFTUD2
16,29973641,29992261,9344,TAOK2
4,118033618,118258648,9348,NDST3
17,38847865,38853843,9349,RPL23
9,14719724,14722717,9350,CER1
16,2025356,2039026,9351,SLC9A3R2
18,56597208,56651600,9352,TXNL1
4,20253260,20620561,9353,SLIT2
11,118359585,118399211,9354,UBE4A
9,124001670,124033301,9355,LHX2
11,62936385,62984983,9356,SLC22A6
13,101452593,101720856,9358,ITGBL1
2,169584340,169641406,9360,PPIG
19,5691834,5720572,9361,LONP1
14,24070837,24078100,9362,CPNE6
4,13361354,13484365,9364,RAB28
13,33016433,33066145,9365,KL
5,105099473,105100098,9366,RAB9BP1
17,74748652,74769353,9368,SLC9A3R1
14,78170373,79868290,9369,NRXN3
3,186842690,186858463,9370,ADIPOQ
20,32277664,32335011,9371,KIF3B
1,52142094,52346686,9372,ZFYVE9
9,26904083,26947463,9373,PLAA
6,32153441,32163680,9374,PPT2
13,99501417,99564006,9375,TM9SF2
11,62989154,63015839,9376,SLC22A8
15,74919791,74938168,9377,COX5A
2,49918505,51225575,9378,NRXN1
11,64606174,64723188,9379,NRXN2
9,37422666,37436990,9380,GRHPR
2,26457203,26558698,9381,OTOF
17,73192632,73208507,9382,COG1
18,49560699,49599182,9388,LIPG
3,38282294,38318575,9389,SLC22A14
3,38265812,38278315,9390,SLC22A13
2,96266132,96273349,9391,CIAO1
2,105264391,105330034,9392,TGFBRAP1
2,128236716,128318577,9394,HS6ST1
10,15102584,15168693,9397,NMT2
1,117001750,117036476,9398,CD101
15,73978923,73994622,9399,STOML1
17,75626845,75667189,9400,RECQL5
8,144511288,144517845,9401,RECQL4
22,39901082,39973721,9402,GRAP2
1,86862445,86914424,9403,SELENOF
11,58526871,58578220,9404,LPXN
1,71063291,71081297,9406,ZRANB2
4,67820876,67884032,9407,TMPRSS11D
11,45909669,45918812,9409,PEX16
1,31259568,31296782,9410,SNRNP40
1,94148988,94275068,9411,ARHGAP29
12,27022546,27066343,9412,MED21
9,69324572,69392455,9413,FAM189A2
9,69121264,69255208,9414,TJP2
11,61792980,61867354,9415,FADS2
12,48829764,48852842,9416,DDX23
2,46616416,46625742,9419,CRIPT
8,64587763,64798761,9420,CYP7B1
5,154474972,154478264,9421,HAND1
19,57191500,57222846,9422,ZNF264
17,9021542,9244000,9423,NTN1
19,38319844,38332076,9424,KCNK6
6,4706159,4955551,9425,CDYL
2,232479827,232487828,9427,ECEL1
4,88090264,88231322,9429,ABCG2
3,143119331,143124014,9435,CHST2
6,41335655,41350887,9436,NCR2
19,54906150,54916140,9437,NCR1
6,131573966,131628229,9439,MED23
11,93784227,93814963,9440,MED17
19,16574907,16629062,9441,MED26
9,131860107,132079908,9442,MED27
5,157137412,157159019,9443,MED7
6,163414000,163578596,9444,QKI
13,48233158,48270357,9445,ITM2B
10,104235356,104267459,9446,GSTO1
1,159062484,159147096,9447,AIM2
2,101696850,101894689,9448,MAP4K4
6,6588108,6654983,9450,LY86
2,88556741,88627576,9451,EIF2AK3
1,235327350,235344532,9453,GGPS1
19,18929201,18941261,9454,HOMER3
15,82836946,82986153,9455,HOMER2
5,79372636,79514217,9456,HOMER1
6,96562548,96616636,9457,FHL5
1,178094141,178484147,9462,RASAL2
